destination_id,destination_province,"max_AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",max_COMERCIO,max_EXPLOTACIÓN DE MINAS Y CANTERAS,max_INDUSTRIA MANUFACTURERA,max_PESCA,max_TRANSPORTE Y COMUNICACIONES,max_total_tons,"min_AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",min_COMERCIO,min_EXPLOTACIÓN DE MINAS Y CANTERAS,min_INDUSTRIA MANUFACTURERA,min_PESCA,min_TRANSPORTE Y COMUNICACIONES,min_total_tons,origin_id,origin_province
watern_31,Chubut,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,watern_51,Santa Cruz
watern_31,Chubut,0.0,0.0,0.0,0.0,60.5,0.0,60.5,0.0,0.0,0.0,0.0,36.0,0.0,36.0,watern_52,Santa Cruz
watern_54,Santa Cruz,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,watern_52,Santa Cruz
watern_52,Santa Cruz,0.0,0.0,0.0,109.0,0.0,0.0,109.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,watern_54,Santa Cruz
watern_86,Tierra del Fuego,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,watern_54,Santa Cruz
watern_9,Buenos Aires,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,watern_54,Santa Cruz
watern_90,Rest of World,0.0,0.0,0.0,1809.0,0.0,0.0,1809.0,0.0,0.0,0.0,1210.0,0.0,0.0,1210.0,watern_54,Santa Cruz
watern_31,Chubut,0.0,0.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,0.0,57.0,0.0,0.0,57.0,watern_55,Santa Cruz
watern_76,Santa Fe,9150.0,0.0,0.0,0.0,0.0,0.0,9150.0,9150.0,0.0,0.0,0.0,0.0,0.0,9150.0,watern_57,Santa Fe
watern_90,Rest of World,87000.0,0.0,0.0,0.0,0.0,0.0,87000.0,39250.0,0.0,0.0,0.0,0.0,0.0,39250.0,watern_57,Santa Fe
watern_98,Rest of World,12500.0,0.0,0.0,0.0,0.0,0.0,12500.0,12500.0,0.0,0.0,0.0,0.0,0.0,12500.0,watern_57,Santa Fe
watern_26,Chaco,0.0,0.0,0.0,6664.0,0.0,0.0,6664.0,0.0,0.0,0.0,4169.0,0.0,0.0,4169.0,watern_58,Santa Fe
watern_84,Santa Fe,0.0,0.0,0.0,4300.0,0.0,0.0,4300.0,0.0,0.0,0.0,4097.0,0.0,0.0,4097.0,watern_58,Santa Fe
watern_19,Buenos Aires,1110.0,0.0,0.0,0.0,0.0,0.0,1110.0,1110.0,0.0,0.0,0.0,0.0,0.0,1110.0,watern_59,Santa Fe
watern_90,Rest of World,344300.0,0.0,0.0,0.0,0.0,0.0,344300.0,105800.0,0.0,0.0,0.0,0.0,0.0,105800.0,watern_59,Santa Fe
watern_0,Buenos Aires,0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,watern_6,Buenos Aires
watern_21,Buenos Aires,0.0,0.0,0.0,0.0,0.0,32000.0,32000.0,0.0,0.0,0.0,0.0,0.0,32000.0,32000.0,watern_6,Buenos Aires
watern_3,Buenos Aires,0.0,0.0,31000.0,0.0,0.0,0.0,31000.0,0.0,0.0,31000.0,0.0,0.0,0.0,31000.0,watern_6,Buenos Aires
watern_33,Ciudad Autónoma de Buenos Aires,0.0,0.0,0.0,8800.0,0.0,0.0,8800.0,0.0,0.0,0.0,8800.0,0.0,0.0,8800.0,watern_6,Buenos Aires
watern_66,Santa Fe,0.0,0.0,0.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,6500.0,0.0,0.0,6500.0,watern_6,Buenos Aires
watern_90,Rest of World,42000.0,0.0,20000.0,16000.0,0.0,0.0,78000.0,42000.0,0.0,20000.0,12000.0,0.0,0.0,74000.0,watern_6,Buenos Aires
watern_74,Santa Fe,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,1800.0,watern_60,Santa Fe
watern_76,Santa Fe,9000.0,0.0,0.0,0.0,0.0,0.0,9000.0,9000.0,0.0,0.0,0.0,0.0,0.0,9000.0,watern_60,Santa Fe
watern_90,Rest of World,390912.0,0.0,0.0,75000.0,0.0,0.0,465912.0,26462.0,0.0,0.0,23300.0,0.0,0.0,49762.0,watern_60,Santa Fe
watern_90,Rest of World,137896.0,0.0,0.0,0.0,0.0,0.0,137896.0,29900.0,0.0,0.0,0.0,0.0,0.0,29900.0,watern_61,Santa Fe
watern_91,Rest of World,1480.01,0.0,0.0,0.0,0.0,0.0,1480.01,1480.01,0.0,0.0,0.0,0.0,0.0,1480.01,watern_61,Santa Fe
watern_98,Rest of World,33000.0,0.0,0.0,0.0,0.0,0.0,33000.0,33000.0,0.0,0.0,0.0,0.0,0.0,33000.0,watern_61,Santa Fe
watern_7,Buenos Aires,0.0,0.0,0.0,3492.0,0.0,0.0,3492.0,0.0,0.0,0.0,1762.0,0.0,0.0,1762.0,watern_62,Santa Fe
watern_74,Santa Fe,4000.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,4000.0,watern_62,Santa Fe
watern_76,Santa Fe,9500.0,0.0,0.0,0.0,0.0,0.0,9500.0,9500.0,0.0,0.0,0.0,0.0,0.0,9500.0,watern_62,Santa Fe
watern_90,Rest of World,156486.0,0.0,0.0,0.0,0.0,420.0,156906.0,92286.0,0.0,0.0,0.0,0.0,420.0,92706.0,watern_62,Santa Fe
watern_98,Rest of World,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,watern_62,Santa Fe
watern_33,Ciudad Autónoma de Buenos Aires,0.0,0.0,0.0,2130.0,0.0,0.0,2130.0,0.0,0.0,0.0,2130.0,0.0,0.0,2130.0,watern_64,Santa Fe
watern_74,Santa Fe,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,watern_64,Santa Fe
watern_76,Santa Fe,43000.0,0.0,0.0,0.0,0.0,0.0,43000.0,23500.0,0.0,0.0,0.0,0.0,0.0,23500.0,watern_64,Santa Fe
watern_76,Santa Fe,41940.0,0.0,0.0,0.0,0.0,0.0,41940.0,34159.0,0.0,0.0,0.0,0.0,0.0,34159.0,watern_65,Santa Fe
watern_90,Rest of World,264650.0,0.0,0.0,36500.0,0.0,0.0,301150.0,66990.0,0.0,0.0,6000.0,0.0,0.0,72990.0,watern_65,Santa Fe
